codmun6;estabelecimentomunicipio-jul2018;total-estab-2018;atencao-primaria;atencao-secundaria;atencao-terciaria;POSTO DE SAUDE;CENTRO DE SAUDE/UNIDADE BASICA;CONSULTORIO ISOLADO;UNIDADE MOVEL FLUVIAL;UNIDADE MOVEL TERRESTRE;FARMACIA;UNIDADE DE VIGILANCIA EM SAUDE;CENTRO DE APOIO A SAUDE DA FAMILIA;UNIDADE DE ATENCAO A SAUDE INDIGENA;POLO ACADEMIA DA SAUDE;TELESSAUDE;POLO DE PREVENCAO DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE;POLICLINICA;UNIDADE MISTA;PRONTO SOCORRO GERAL;PRONTO SOCORRO ESPECIALIZADO;CLINICA/CENTRO DE ESPECIALIDADE;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE;CENTRO DE PARTO NORMAL - ISOLADO;HOSPITAL/DIA - ISOLADO;CENTRO DE ATENCAO PSICOSSOCIAL;PRONTO ATENDIMENTO;SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE);UNIDADE DE ATENCAO EM REGIME RESIDENCIAL;OFICINA ORTOPEDICA;LABORATORIO DE SAUDE PUBLICA;HOSPITAL GERAL;HOSPITAL ESPECIALIZADO;UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA;LABORATORIO CENTRAL DE SAUDE PUBLICA LACEN;CENTRAL DE GESTAO EM SAUDE;CENTRO DE ATENCAO HEMOTERAPIA E OU HEMATOLOGICA;CENTRAL DE REGULACAO MEDICA DAS URGENCIAS;CENTRAL DE REGULACAO DO ACESSO;CENTRAL DE NOTIFICACAO,CAPTACAO E DISTRIB DE ORGAOS ESTADUAL
250350;250350 CACIMBA DE DENTRO;13;10;0;3;4;3;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
250355;250355 CACIMBAS;10;6;3;1;-;3;-;-;-;1;-;1;-;1;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250360;250360 CAICARA;15;9;4;2;-;5;-;-;-;1;1;1;-;1;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;-;-
250370;250370 CAJAZEIRAS;119;65;46;8;1;29;25;-;-;3;2;3;-;2;-;-;4;-;-;-;25;10;1;-;-;3;1;-;-;-;2;1;1;3;-;1;-;1;1;-
250375;250375 CAJAZEIRINHAS;9;5;2;2;-;2;-;-;1;-;1;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
250380;250380 CALDAS BRANDAO;8;6;1;1;1;3;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250390;250390 CAMALAU;7;3;3;1;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250400;250400 CAMPINA GRANDE;717;458;220;39;2;90;361;-;1;1;3;-;-;-;-;-;23;1;-;1;79;95;2;-;8;8;2;1;-;-;-;10;5;18;1;2;1;1;1;-
250403;250403 CAPIM;7;3;3;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250407;250407 CARAUBAS;5;4;0;1;1;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250410;250410 CARRAPATEIRA;3;2;0;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250415;250415 CASSERENGUE;7;5;1;1;2;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250420;250420 CATINGUEIRA;12;5;4;3;1;2;-;-;-;-;1;-;-;1;-;-;-;1;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-
250430;250430 CATOLE DO ROCHA;44;24;13;7;4;10;6;-;-;1;1;1;-;1;-;-;-;-;-;-;9;3;-;-;-;1;-;-;-;-;-;2;-;2;-;1;1;-;1;-
250435;250435 CATURITE;9;5;2;2;-;3;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
250440;250440 CONCEICAO;28;14;10;4;1;8;-;-;1;1;1;1;-;1;-;-;-;-;-;-;7;1;-;-;-;2;-;-;-;-;-;1;-;2;-;1;-;-;-;-
250450;250450 CONDADO;16;7;6;3;1;3;-;-;-;-;1;1;-;-;-;1;-;-;-;-;2;3;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;-;1;-
250460;250460 CONDE;24;12;8;4;-;9;-;-;-;-;2;1;-;-;-;-;2;-;-;-;4;1;-;-;-;1;-;-;-;-;-;-;1;1;-;1;-;-;1;-
250470;250470 CONGO;11;6;4;1;-;2;-;-;-;1;1;1;-;1;-;-;-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250480;250480 COREMAS;31;18;8;5;1;8;4;-;-;1;1;1;-;2;-;-;1;-;-;-;5;1;-;-;-;1;-;-;-;-;-;1;-;2;-;1;-;-;1;-
250485;250485 COXIXOLA;4;2;1;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250490;250490 CRUZ DO ESPIRITO SANTO;12;8;3;1;-;6;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250500;250500 CUBATI;10;7;1;2;1;4;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
250510;250510 CUITE;27;14;9;4;-;9;1;-;-;-;2;1;-;1;-;-;1;-;-;-;7;-;-;-;-;1;-;-;-;-;-;1;-;2;-;1;-;-;-;-
250520;250520 CUITEGI;11;9;1;1;6;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250523;250523 CUITE DE MAMANGUAPE;9;7;1;1;-;3;-;-;-;1;1;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250527;250527 CURRAL DE CIMA;8;6;1;1;2;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250530;250530 CURRAL VELHO;3;2;0;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250535;250535 DAMIAO;9;5;3;1;-;2;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250540;250540 DESTERRO;12;6;5;1;-;3;-;-;-;1;-;1;-;1;-;-;-;-;-;-;-;3;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-
250550;250550 VISTA SERRANA;10;5;4;1;-;2;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250560;250560 DIAMANTE;12;7;3;2;-;3;-;-;-;1;1;1;-;1;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-
250570;250570 DONA INES;14;8;4;2;5;-;-;-;-;-;1;1;-;1;-;-;1;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-
250580;250580 DUAS ESTRADAS;6;4;1;1;1;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250590;250590 EMAS;5;2;2;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250600;250600 ESPERANCA;65;35;24;6;8;13;9;-;-;1;3;-;-;1;-;-;1;-;-;-;13;9;-;-;-;1;-;-;-;-;-;1;-;2;-;1;-;-;2;-
250610;250610 FAGUNDES;15;12;2;1;6;4;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250620;250620 FREI MARTINHO;13;10;2;1;6;1;-;-;1;1;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250625;250625 GADO BRAVO;11;7;3;1;-;4;-;-;-;1;1;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-
250630;250630 GUARABIRA;90;51;30;9;2;21;21;-;-;3;-;3;-;1;-;-;4;-;-;-;13;9;-;-;1;2;1;-;-;-;-;2;2;3;-;1;1;-;-;-
250640;250640 GURINHEM;16;8;5;3;-;7;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;2;-;-;-;1;1;-;-;-;-;1;-;1;-;1;-;-;-;-
250650;250650 GURJAO;11;7;3;1;-;4;-;-;-;-;1;1;-;1;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250660;250660 IBIARA;15;8;4;3;-;3;-;-;-;1;2;1;-;1;-;-;-;1;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-
250670;250670 IMACULADA;13;9;3;1;-;5;-;-;-;1;1;1;-;1;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250680;250680 INGA;19;10;6;3;1;8;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;1;-;-;-;1;1;-;-;-;1;1;-;1;-;1;-;-;-;-
250690;250690 ITABAIANA;34;20;9;5;5;10;3;-;-;-;1;1;-;-;-;-;2;-;-;-;1;5;-;-;-;1;-;-;-;-;-;2;-;2;-;1;-;-;-;-
250700;250700 ITAPORANGA;38;18;14;6;1;10;4;-;-;-;1;1;-;1;-;-;1;-;-;-;2;10;-;-;-;1;-;-;-;-;-;1;-;2;-;1;1;-;1;-
250710;250710 ITAPOROROCA;17;8;6;3;-;7;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;3;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-
250720;250720 ITATUBA;12;8;3;1;1;4;-;-;-;1;1;1;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250730;250730 JACARAU;16;10;4;2;-;6;2;-;-;-;1;1;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;1;-;1;-;-;-;-
250740;250740 JERICO;15;8;5;2;2;1;-;-;1;1;1;1;-;1;-;-;-;-;-;-;1;4;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
250750;250750 JOAO PESSOA;1566;945;537;84;2;122;801;-;3;9;4;-;-;3;1;-;13;3;-;4;430;62;6;-;7;5;3;2;-;-;2;16;25;26;-;10;2;2;3;-
250760;250760 JUAREZ TAVORA;10;7;2;1;1;5;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-
250770;250770 JUAZEIRINHO;24;17;5;2;2;8;1;-;1;1;2;1;-;1;-;-;2;-;-;-;2;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-
250780;250780 JUNCO DO SERIDO;10;8;1;1;1;3;-;-;-;-;1;1;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250790;250790 JURIPIRANGA;18;8;7;3;-;5;-;-;-;1;1;1;-;-;-;-;1;1;-;-;3;1;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;1;-
250800;250800 JURU;15;9;4;2;-;4;-;-;-;2;1;1;-;1;-;-;-;1;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-
250810;250810 LAGOA;11;4;6;1;-;2;-;-;-;1;1;-;-;-;-;-;-;-;-;-;4;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-
250820;250820 LAGOA DE DENTRO;12;8;1;3;3;3;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
250830;250830 LAGOA SECA;30;19;9;2;-;13;-;-;-;1;3;2;-;-;-;-;1;-;-;-;2;5;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
250840;250840 LASTRO;8;4;2;2;2;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
250850;250850 LIVRAMENTO;12;7;3;2;-;4;-;-;-;1;1;1;-;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
250855;250855 LOGRADOURO;12;9;2;1;1;3;-;-;-;1;2;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-
250860;250860 LUCENA;16;12;2;2;6;2;-;-;-;-;1;1;-;2;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
250870;250870 MAE D'AGUA;9;7;1;1;1;2;-;-;-;1;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-
250880;250880 MALTA;10;6;3;1;1;3;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-
250890;250890 MAMANGUAPE;47;25;17;5;1;18;4;-;1;1;-;-;-;-;-;-;2;-;-;-;5;8;-;-;-;2;-;-;-;-;-;2;-;2;-;1;-;-;-;-
250900;250900 MANAIRA;12;9;1;2;-;5;-;-;1;-;1;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
250905;250905 MARCACAO;12;9;2;1;-;4;-;-;-;1;1;1;1;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250910;250910 MARI;29;19;9;1;4;10;1;-;-;1;1;1;-;1;-;-;-;1;-;-;2;5;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250915;250915 MARIZOPOLIS;12;6;5;1;-;3;-;-;-;1;1;1;-;-;-;-;1;-;-;-;1;2;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-
250920;250920 MASSARANDUBA;15;8;5;2;-;6;1;-;-;-;-;1;-;-;-;-;1;-;-;-;1;3;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
250930;250930 MATARACA;11;8;1;2;1;6;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-
250933;250933 MATINHAS;8;6;1;1;-;3;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250937;250937 MATO GROSSO;5;3;1;1;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250939;250939 MATUREIA;11;6;4;1;-;2;-;-;-;1;1;1;-;1;-;-;1;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250940;250940 MOGEIRO;16;9;4;3;-;8;-;-;-;-;-;1;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-
250950;250950 MONTADAS;13;7;5;1;2;3;-;-;-;-;1;1;-;-;-;-;1;-;-;-;1;2;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250960;250960 MONTE HOREBE;6;3;2;1;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
250970;250970 MONTEIRO;71;40;23;8;15;13;9;-;-;2;-;-;-;1;-;-;3;-;-;-;10;7;-;-;-;2;1;-;-;-;-;1;-;4;-;1;1;1;-;-
250980;250980 MULUNGU;18;11;5;2;1;5;-;-;-;1;1;1;-;2;-;-;-;-;-;-;3;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;1;-
250990;250990 NATUBA;9;5;1;3;-;4;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
251000;251000 NAZAREZINHO;7;6;0;1;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
251010;251010 NOVA FLORESTA;13;8;4;1;1;5;-;-;-;-;1;1;-;-;-;-;2;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
251020;251020 NOVA OLINDA;8;5;1;2;-;3;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
251030;251030 NOVA PALMEIRA;8;7;0;1;2;2;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
251040;251040 OLHO D'AGUA;11;7;2;2;1;3;-;-;-;-;1;1;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
251050;251050 OLIVEDOS;7;3;3;1;-;2;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
251060;251060 OURO VELHO;6;2;3;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
251065;251065 PARARI;7;2;4;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
251070;251070 PASSAGEM;6;3;1;2;-;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
251080;251080 PATOS;179;103;61;15;-;40;57;-;-;2;1;-;-;3;-;-;5;-;-;1;30;20;-;-;-;3;1;-;-;-;1;3;2;7;-;1;-;1;1;-
251090;251090 PAULISTA;20;11;5;4;-;6;-;-;-;1;1;1;-;2;-;-;1;-;-;-;1;3;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-
251100;251100 PEDRA BRANCA;8;5;2;1;2;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
251110;251110 PEDRA LAVRADA;11;6;3;2;1;4;-;-;-;-;1;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
251120;251120 PEDRAS DE FOGO;30;21;6;3;2;12;3;-;1;1;-;2;-;-;-;-;1;-;-;-;2;2;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-
251130;251130 PIANCO;46;17;17;12;-;8;4;-;-;2;1;1;-;1;-;-;1;-;-;-;6;5;-;-;-;3;1;-;-;-;1;2;-;7;-;1;-;1;1;-
251140;251140 PICUI;32;16;11;5;4;8;3;-;-;-;1;-;-;-;-;-;-;-;-;-;7;3;-;-;-;1;-;-;-;-;-;1;-;2;-;1;1;-;-;-
251150;251150 PILAR;17;11;4;2;4;6;-;-;-;-;1;-;-;-;-;-;1;-;-;-;2;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
251160;251160 PILOES;11;7;3;1;1;3;-;-;-;1;1;1;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
251170;251170 PILOEZINHOS;6;3;2;1;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
251180;251180 PIRPIRITUBA;6;5;0;1;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
251190;251190 PITIMBU;15;9;5;1;-;7;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-
251200;251200 POCINHOS;25;16;6;3;1;9;-;-;-;1;2;1;-;2;-;-;-;-;-;-;2;3;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-
251203;251203 POCO DANTAS;5;4;0;1;-;2;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
251207;251207 POCO DE JOSE DE MOURA;7;6;0;1;2;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
251210;251210 POMBAL;61;32;23;6;5;12;7;-;-;2;3;2;-;1;-;-;1;-;-;-;14;3;-;-;-;3;1;-;-;-;1;1;-;3;-;1;-;-;1;-
251220;251220 PRATA;10;5;4;1;-;3;-;-;-;-;1;1;-;-;-;-;-;-;-;-;2;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-
251230;251230 PRINCESA ISABEL;52;20;24;8;-;11;3;-;-;2;1;2;-;1;-;-;-;2;-;-;9;7;-;-;-;5;1;-;-;-;-;-;1;3;-;2;1;-;1;-
251240;251240 PUXINANA;11;8;2;1;-;6;-;-;-;-;1;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
251250;251250 QUEIMADAS;37;22;11;4;1;18;1;-;1;-;-;1;-;-;-;-;1;-;-;-;4;5;-;-;-;1;-;-;-;-;-;1;-;2;-;1;-;-;-;-
251260;251260 QUIXABA;4;2;1;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
251270;251270 REMIGIO;28;17;9;2;-;10;-;-;2;1;-;1;-;3;-;-;1;-;-;-;4;1;-;-;-;1;1;-;-;-;1;-;-;1;-;1;-;-;-;-
251272;251272 PEDRO REGIS;8;6;1;1;1;3;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-
251274;251274 RIACHAO;10;6;2;2;2;2;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
251275;251275 RIACHAO DO BACAMARTE;7;6;0;1;2;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
251276;251276 RIACHAO DO POCO;7;4;1;2;1;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
251278;251278 RIACHO DE SANTO ANTONIO;5;3;0;2;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
251280;251280 RIACHO DOS CAVALOS;10;5;4;1;-;3;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-
251290;251290 RIO TINTO;22;14;6;2;-;9;2;-;-;-;1;1;1;-;-;-;1;-;-;-;1;1;-;-;1;1;1;-;-;-;-;-;-;1;-;1;-;-;-;-
251300;251300 SALGADINHO;5;4;0;1;1;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
251310;251310 SALGADO DE SAO FELIX;17;15;1;1;5;6;-;-;-;-;1;1;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
251315;251315 SANTA CECILIA;6;5;0;1;-;4;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
251320;251320 SANTA CRUZ;12;7;2;3;-;3;-;-;1;-;1;-;-;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
251330;251330 SANTA HELENA;10;5;4;1;-;3;-;-;-;-;1;-;-;1;-;-;-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
251335;251335 SANTA INES;8;5;2;1;-;2;-;-;-;1;1;1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
251340;251340 SANTA LUZIA;19;11;4;4;-;6;1;-;-;1;-;1;-;2;-;-;1;-;-;-;1;1;-;-;-;1;-;-;-;-;-;1;-;2;-;1;-;-;-;-
251350;251350 SANTANA DE MANGUEIRA;10;8;1;1;2;1;-;-;1;1;1;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
251360;251360 SANTANA DOS GARROTES;14;8;3;3;-;5;-;-;-;-;1;1;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;1;-;1;-;-;1;-
251365;251365 JOCA CLAUDINO;6;5;0;1;3;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
251370;251370 SANTA RITA;88;59;25;4;-;41;16;-;-;1;1;-;-;-;-;-;4;-;-;-;12;6;-;-;-;1;1;-;-;-;1;2;-;1;-;1;-;-;-;-
251380;251380 SANTA TERESINHA;9;5;2;2;-;2;1;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-
251385;251385 SANTO ANDRE;9;7;1;1;2;1;-;-;1;1;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
251390;251390 SAO BENTO;42;21;17;4;-;13;4;-;-;1;1;2;-;-;-;-;-;-;-;-;6;8;-;-;-;2;1;-;-;-;-;1;-;1;-;1;-;-;1;-
251392;251392 SAO BENTINHO;14;8;4;2;2;1;1;-;-;1;1;1;-;1;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-
251394;251394 SAO DOMINGOS DO CARIRI;2;1;0;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
251396;251396 SAO DOMINGOS;7;4;2;1;-;1;-;-;-;1;1;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
