codmun6;estabelecimentomunicipio-jul2018;total-estab-2018;atencao-primaria;atencao-secundaria;atencao-terciaria;total-estab-2023;atencao-primaria;atencao-secundaria;atencao-terciaria;aumentototal;aumento-primaria;aumentosecundaria;aumento-terciaria
250250;250250 BOQUEIRAO;17;10;4;3;22;11;8;3;29%;10%;100%;0%
250260;250260 IGARACY;13;6;3;4;15;10;3;2;15%;67%;0%;-50%
250270;250270 BORBOREMA;10;8;1;1;10;8;1;1;0%;0%;0%;0%
250280;250280 BREJO DO CRUZ;20;10;7;3;21;10;8;3;5%;0%;14%;0%
250290;250290 BREJO DOS SANTOS;8;4;2;2;17;8;7;2;113%;100%;250%;0%
250300;250300 CAAPORA;24;15;5;4;24;15;5;4;0%;0%;0%;0%
250310;250310 CABACEIRAS;11;6;3;2;14;8;4;2;27%;33%;33%;0%
250320;250320 CABEDELO;69;43;24;2;71;47;20;4;3%;9%;-17%;100%
250330;250330 CACHOEIRA DOS INDIOS;20;15;4;1;16;9;4;3;-20%;-40%;0%;200%
250340;250340 CACIMBA DE AREIA;11;7;3;1;11;7;3;1;0%;0%;0%;0%
250350;250350 CACIMBA DE DENTRO;13;10;0;3;18;11;4;3;38%;10%;100%;0%
250355;250355 CACIMBAS;10;6;3;1;10;8;0;2;0%;33%;-100%;100%
250360;250360 CAICARA;15;9;4;2;16;8;6;2;7%;-11%;50%;0%
250370;250370 CAJAZEIRAS;119;65;46;8;152;77;66;9;28%;18%;43%;13%
250375;250375 CAJAZEIRINHAS;9;5;2;2;12;7;3;2;33%;40%;50%;0%
250380;250380 CALDAS BRANDAO;8;6;1;1;10;7;2;1;25%;17%;100%;0%
250390;250390 CAMALAU;7;3;3;1;7;4;2;1;0%;33%;-33%;0%
250400;250400 CAMPINA GRANDE;717;458;220;39;872;536;291;45;22%;17%;32%;15%
250403;250403 CAPIM;7;3;3;1;9;4;4;1;29%;33%;33%;0%
250407;250407 CARAUBAS;5;4;0;1;6;5;0;1;20%;25%;100%;0%
250410;250410 CARRAPATEIRA;3;2;0;1;6;3;1;2;100%;50%;100%;100%
250415;250415 CASSERENGUE;7;5;1;1;8;6;1;1;14%;20%;0%;0%
250420;250420 CATINGUEIRA;12;5;4;3;13;6;4;3;8%;20%;0%;0%
250430;250430 CATOLE DO ROCHA;44;24;13;7;55;31;18;6;25%;29%;38%;-14%
250435;250435 CATURITE;9;5;2;2;9;5;2;2;0%;0%;0%;0%
250440;250440 CONCEICAO;28;14;10;4;31;14;13;4;11%;0%;30%;0%
250450;250450 CONDADO;16;7;6;3;18;9;6;3;13%;29%;0%;0%
250460;250460 CONDE;24;12;8;4;28;16;7;5;17%;33%;-13%;25%
250470;250470 CONGO;11;6;4;1;13;7;5;1;18%;17%;25%;0%
250480;250480 COREMAS;31;18;8;5;37;20;12;5;19%;11%;50%;0%
250485;250485 COXIXOLA;4;2;1;1;5;3;1;1;25%;50%;0%;0%
250490;250490 CRUZ DO ESPIRITO SANTO;12;8;3;1;13;8;4;1;8%;0%;33%;0%
250500;250500 CUBATI;10;7;1;2;14;7;5;2;40%;0%;400%;0%
250510;250510 CUITE;27;14;9;4;38;16;18;4;41%;14%;100%;0%
250520;250520 CUITEGI;11;9;1;1;9;6;2;1;-18%;-33%;100%;0%
250523;250523 CUITE DE MAMANGUAPE;9;7;1;1;9;7;1;1;0%;0%;0%;0%
250527;250527 CURRAL DE CIMA;8;6;1;1;8;6;1;1;0%;0%;0%;0%
250530;250530 CURRAL VELHO;3;2;0;1;4;3;0;1;33%;50%;100%;0%
250535;250535 DAMIAO;9;5;3;1;11;6;4;1;22%;20%;33%;0%
250540;250540 DESTERRO;12;6;5;1;16;7;7;2;33%;17%;40%;100%
250550;250550 VISTA SERRANA;10;5;4;1;11;6;4;1;10%;20%;0%;0%
250560;250560 DIAMANTE;12;7;3;2;14;7;5;2;17%;0%;67%;0%
250570;250570 DONA INES;14;8;4;2;16;9;5;2;14%;13%;25%;0%
250580;250580 DUAS ESTRADAS;6;4;1;1;7;5;1;1;17%;25%;0%;0%
250590;250590 EMAS;5;2;2;1;8;5;2;1;60%;150%;0%;0%
250600;250600 ESPERANCA;65;35;24;6;67;37;26;4;3%;6%;8%;-33%
250610;250610 FAGUNDES;15;12;2;1;18;14;3;1;20%;17%;50%;0%
250620;250620 FREI MARTINHO;13;10;2;1;13;9;3;1;0%;-10%;50%;0%
250625;250625 GADO BRAVO;11;7;3;1;11;7;3;1;0%;0%;0%;0%
250630;250630 GUARABIRA;90;51;30;9;123;61;51;11;37%;20%;70%;22%
250640;250640 GURINHEM;16;8;5;3;16;8;6;2;0%;0%;20%;-33%
250650;250650 GURJAO;11;7;3;1;15;8;6;1;36%;14%;100%;0%
250660;250660 IBIARA;15;8;4;3;17;9;5;3;13%;13%;25%;0%
250670;250670 IMACULADA;13;9;3;1;17;12;4;1;31%;33%;33%;0%
250680;250680 INGA;19;10;6;3;19;11;6;2;0%;10%;0%;-33%
250690;250690 ITABAIANA;34;20;9;5;51;28;18;5;50%;40%;100%;0%
250700;250700 ITAPORANGA;38;18;14;6;50;22;22;6;32%;22%;57%;0%
250710;250710 ITAPOROROCA;17;8;6;3;21;8;10;3;24%;0%;67%;0%
250720;250720 ITATUBA;12;8;3;1;12;8;3;1;0%;0%;0%;0%
250730;250730 JACARAU;16;10;4;2;18;11;5;2;13%;10%;25%;0%
250740;250740 JERICO;15;8;5;2;15;7;6;2;0%;-13%;20%;0%
250750;250750 JOAO PESSOA;1566;945;537;84;2236;1012;1139;85;43%;7%;112%;1%
250760;250760 JUAREZ TAVORA;10;7;2;1;11;7;3;1;10%;0%;50%;0%
250770;250770 JUAZEIRINHO;24;17;5;2;27;15;9;3;13%;-12%;80%;50%
250780;250780 JUNCO DO SERIDO;10;8;1;1;13;8;4;1;30%;0%;300%;0%
250790;250790 JURIPIRANGA;18;8;7;3;22;9;10;3;22%;13%;43%;0%
250800;250800 JURU;15;9;4;2;15;9;3;3;0%;0%;-25%;50%
250810;250810 LAGOA;11;4;6;1;10;5;4;1;-9%;25%;-33%;0%
250820;250820 LAGOA DE DENTRO;12;8;1;3;14;10;1;3;17%;25%;0%;0%
250830;250830 LAGOA SECA;30;19;9;2;33;21;10;2;10%;11%;11%;0%
250840;250840 LASTRO;8;4;2;2;10;5;3;2;25%;25%;50%;0%
250850;250850 LIVRAMENTO;12;7;3;2;12;8;2;2;0%;14%;-33%;0%
250855;250855 LOGRADOURO;12;9;2;1;11;8;2;1;-8%;-11%;0%;0%
250860;250860 LUCENA;16;12;2;2;17;13;2;2;6%;8%;0%;0%
250870;250870 MAE D'AGUA;9;7;1;1;9;6;2;1;0%;-14%;100%;0%
250880;250880 MALTA;10;6;3;1;10;5;4;1;0%;-17%;33%;0%
250890;250890 MAMANGUAPE;47;25;17;5;64;29;29;6;36%;16%;71%;20%
250900;250900 MANAIRA;12;9;1;2;14;8;4;2;17%;-11%;300%;0%
250905;250905 MARCACAO;12;9;2;1;14;9;4;1;17%;0%;100%;0%
250910;250910 MARI;29;19;9;1;35;24;9;2;21%;26%;0%;100%
250915;250915 MARIZOPOLIS;12;6;5;1;11;6;4;1;-8%;0%;-20%;0%
250920;250920 MASSARANDUBA;15;8;5;2;18;10;6;2;20%;25%;20%;0%
250930;250930 MATARACA;11;8;1;2;12;9;1;2;9%;13%;0%;0%
250933;250933 MATINHAS;8;6;1;1;8;6;1;1;0%;0%;0%;0%
250937;250937 MATO GROSSO;5;3;1;1;9;5;3;1;80%;67%;200%;0%
250939;250939 MATUREIA;11;6;4;1;18;13;5;0;64%;117%;25%;-100%
250940;250940 MOGEIRO;16;9;4;3;18;10;5;3;13%;11%;25%;0%
250950;250950 MONTADAS;13;7;5;1;14;7;6;1;8%;0%;20%;0%
250960;250960 MONTE HOREBE;6;3;2;1;8;4;3;1;33%;33%;50%;0%
250970;250970 MONTEIRO;71;40;23;8;87;42;36;9;23%;5%;57%;13%
250980;250980 MULUNGU;18;11;5;2;17;11;5;1;-6%;0%;0%;-50%
250990;250990 NATUBA;9;5;1;3;10;6;1;3;11%;20%;0%;0%
251000;251000 NAZAREZINHO;7;6;0;1;9;6;2;1;29%;0%;100%;0%
251010;251010 NOVA FLORESTA;13;8;4;1;18;10;7;1;38%;25%;75%;0%
251020;251020 NOVA OLINDA;8;5;1;2;11;7;2;2;38%;40%;100%;0%
251030;251030 NOVA PALMEIRA;8;7;0;1;12;10;1;1;50%;43%;100%;0%
251040;251040 OLHO D'AGUA;11;7;2;2;11;7;2;2;0%;0%;0%;0%
251050;251050 OLIVEDOS;7;3;3;1;8;4;3;1;14%;33%;0%;0%
251060;251060 OURO VELHO;6;2;3;1;8;4;3;1;33%;100%;0%;0%
251065;251065 PARARI;7;2;4;1;9;5;3;1;29%;150%;-25%;0%
251070;251070 PASSAGEM;6;3;1;2;8;5;1;2;33%;67%;0%;0%
251080;251080 PATOS;179;103;61;15;268;131;123;14;50%;27%;102%;-7%
251090;251090 PAULISTA;20;11;5;4;22;11;7;4;10%;0%;40%;0%
251100;251100 PEDRA BRANCA;8;5;2;1;9;5;3;1;13%;0%;50%;0%
251110;251110 PEDRA LAVRADA;11;6;3;2;12;7;3;2;9%;17%;0%;0%
251120;251120 PEDRAS DE FOGO;30;21;6;3;36;27;6;3;20%;29%;0%;0%
251130;251130 PIANCO;46;17;17;12;46;12;20;14;0%;-29%;18%;17%
251140;251140 PICUI;32;16;11;5;39;18;16;5;22%;13%;45%;0%
251150;251150 PILAR;17;11;4;2;17;12;3;2;0%;9%;-25%;0%
251160;251160 PILOES;11;7;3;1;10;6;3;1;-9%;-14%;0%;0%
251170;251170 PILOEZINHOS;6;3;2;1;11;6;4;1;83%;100%;100%;0%
251180;251180 PIRPIRITUBA;6;5;0;1;11;6;4;1;83%;20%;100%;0%
251190;251190 PITIMBU;15;9;5;1;19;11;7;1;27%;22%;40%;0%
251200;251200 POCINHOS;25;16;6;3;28;15;10;3;12%;-6%;67%;0%
251203;251203 POCO DANTAS;5;4;0;1;10;7;2;1;100%;75%;100%;0%
251207;251207 POCO DE JOSE DE MOURA;7;6;0;1;12;9;1;2;71%;50%;100%;100%
251210;251210 POMBAL;61;32;23;6;71;36;29;6;16%;13%;26%;0%
251220;251220 PRATA;10;5;4;1;13;7;5;1;30%;40%;25%;0%
251230;251230 PRINCESA ISABEL;52;20;24;8;62;29;24;9;19%;45%;0%;13%
251240;251240 PUXINANA;11;8;2;1;12;9;2;1;9%;13%;0%;0%
251250;251250 QUEIMADAS;37;22;11;4;47;29;14;4;27%;32%;27%;0%
251260;251260 QUIXABA;4;2;1;1;6;3;2;1;50%;50%;100%;0%
251270;251270 REMIGIO;28;17;9;2;29;16;11;2;4%;-6%;22%;0%
251272;251272 PEDRO REGIS;8;6;1;1;11;8;2;1;38%;33%;100%;0%
251274;251274 RIACHAO;10;6;2;2;9;6;2;1;-10%;0%;0%;-50%
251275;251275 RIACHAO DO BACAMARTE;7;6;0;1;8;7;0;1;14%;17%;100%;0%
251276;251276 RIACHAO DO POCO;7;4;1;2;9;6;1;2;29%;50%;0%;0%
251278;251278 RIACHO DE SANTO ANTONIO;5;3;0;2;9;5;2;2;80%;67%;100%;0%
251280;251280 RIACHO DOS CAVALOS;10;5;4;1;13;7;4;2;30%;40%;0%;100%
251290;251290 RIO TINTO;22;14;6;2;29;19;8;2;32%;36%;33%;0%
251300;251300 SALGADINHO;5;4;0;1;12;10;1;1;140%;150%;100%;0%
251310;251310 SALGADO DE SAO FELIX;17;15;1;1;23;16;6;1;35%;7%;500%;0%
251315;251315 SANTA CECILIA;6;5;0;1;6;5;0;1;0%;0%;100%;0%
251320;251320 SANTA CRUZ;12;7;2;3;16;8;6;2;33%;14%;200%;-33%
251330;251330 SANTA HELENA;10;5;4;1;11;5;4;2;10%;0%;0%;100%
251335;251335 SANTA INES;8;5;2;1;9;5;3;1;13%;0%;50%;0%
251340;251340 SANTA LUZIA;19;11;4;4;21;11;6;4;11%;0%;50%;0%
251350;251350 SANTANA DE MANGUEIRA;10;8;1;1;15;8;5;2;50%;0%;400%;100%
251360;251360 SANTANA DOS GARROTES;14;8;3;3;25;15;8;2;79%;88%;167%;-33%
251365;251365 JOCA CLAUDINO;6;5;0;1;6;5;0;1;0%;0%;100%;0%
251370;251370 SANTA RITA;88;59;25;4;116;73;39;4;32%;24%;56%;0%
251380;251380 SANTA TERESINHA;9;5;2;2;11;8;1;2;22%;60%;-50%;0%
251385;251385 SANTO ANDRE;9;7;1;1;10;7;2;1;11%;0%;100%;0%
251390;251390 SAO BENTO;42;21;17;4;50;29;17;4;19%;38%;0%;0%
251392;251392 SAO BENTINHO;14;8;4;2;18;11;5;2;29%;38%;25%;0%
251394;251394 SAO DOMINGOS DO CARIRI;2;1;0;1;4;2;0;2;100%;100%;100%;100%
251396;251396 SAO DOMINGOS;7;4;2;1;8;5;2;1;14%;25%;0%;0%
251398;251398 SAO FRANCISCO;6;3;2;1;8;4;3;1;33%;33%;50%;0%
251400;251400 SAO JOAO DO CARIRI;7;3;2;2;9;4;3;2;29%;33%;50%;0%
251410;251410 SAO JOAO DO TIGRE;7;5;1;1;9;7;1;1;29%;40%;0%;0%
251420;251420 SAO JOSE DA LAGOA TAPADA;10;5;3;2;13;6;5;2;30%;20%;67%;0%
251430;251430 SAO JOSE DE CAIANA;4;2;1;1;9;5;3;1;125%;150%;200%;0%
251440;251440 SAO JOSE DE ESPINHARAS;10;5;4;1;9;5;2;2;-10%;0%;-50%;100%
251445;251445 SAO JOSE DOS RAMOS;8;7;0;1;9;8;0;1;13%;14%;100%;0%
251450;251450 SAO JOSE DE PIRANHAS;19;11;5;3;26;15;8;3;37%;36%;60%;0%
251455;251455 SAO JOSE DE PRINCESA;5;4;0;1;7;4;2;1;40%;0%;100%;0%
251460;251460 SAO JOSE DO BONFIM;6;4;0;2;5;3;0;2;-17%;-25%;100%;0%
251465;251465 SAO JOSE DO BREJO DO CRUZ;4;2;1;1;4;2;1;1;0%;0%;0%;0%
251470;251470 SAO JOSE DO SABUGI;8;6;1;1;11;6;4;1;38%;0%;300%;0%
251480;251480 SAO JOSE DOS CORDEIROS;5;3;1;1;7;5;1;1;40%;67%;0%;0%
251490;251490 SAO MAMEDE;12;9;1;2;14;9;2;3;17%;0%;100%;50%
251500;251500 SAO MIGUEL DE TAIPU;9;7;1;1;12;8;3;1;33%;14%;200%;0%
251510;251510 SAO SEBASTIAO DE LAGOA DE ROCA;20;10;7;3;22;11;9;2;10%;10%;29%;-33%
251520;251520 SAO SEBASTIAO DO UMBUZEIRO;7;3;3;1;7;3;3;1;0%;0%;0%;0%
251530;251530 SAPE;42;22;15;5;50;28;17;5;19%;27%;13%;0%
251540;251540 SAO VICENTE DO SERIDO;15;9;4;2;15;7;6;2;0%;-22%;50%;0%
251550;251550 SERRA BRANCA;18;10;5;3;22;13;6;3;22%;30%;20%;0%
251560;251560 SERRA DA RAIZ;8;6;1;1;8;5;2;1;0%;-17%;100%;0%
251570;251570 SERRA GRANDE;9;3;4;2;10;4;4;2;11%;33%;0%;0%
251580;251580 SERRA REDONDA;12;8;3;1;14;8;5;1;17%;0%;67%;0%
251590;251590 SERRARIA;12;8;1;3;14;7;4;3;17%;-13%;300%;0%
251593;251593 SERTAOZINHO;9;6;2;1;10;7;2;1;11%;17%;0%;0%
251597;251597 SOBRADO;5;4;0;1;9;5;2;2;80%;25%;100%;100%
251600;251600 SOLANEA;43;23;15;5;40;26;11;3;-7%;13%;-27%;-40%
251610;251610 SOLEDADE;18;8;6;4;22;11;7;4;22%;38%;17%;0%
251615;251615 SOSSEGO;7;5;1;1;7;5;1;1;0%;0%;0%;0%
251620;251620 SOUSA;126;66;46;14;149;75;62;12;18%;14%;35%;-14%
251630;251630 SUME;35;21;11;3;42;23;15;4;20%;10%;36%;33%
251640;251640 TACIMA;15;10;3;2;16;11;4;1;7%;10%;33%;-50%
251650;251650 TAPEROA;21;11;7;3;23;11;9;3;10%;0%;29%;0%
251660;251660 TAVARES;14;12;1;1;19;16;0;3;36%;33%;-100%;200%
251670;251670 TEIXEIRA;18;9;6;3;23;13;8;2;28%;44%;33%;-33%
251675;251675 TENORIO;6;4;1;1;7;4;2;1;17%;0%;100%;0%
251680;251680 TRIUNFO;9;6;1;2;18;12;4;2;100%;100%;300%;0%
251690;251690 UIRAUNA;33;14;13;6;37;16;16;5;12%;14%;23%;-17%
251700;251700 UMBUZEIRO;18;13;3;2;19;11;5;3;6%;-15%;67%;50%
251710;251710 VARZEA;3;1;1;1;4;2;1;1;33%;100%;0%;0%
251720;251720 VIEIROPOLIS;9;7;1;1;13;10;1;2;44%;43%;0%;100%
251740;251740 ZABELE;2;1;0;1;4;3;0;1;100%;200%;100%;0%
260005;260005 ABREU E LIMA;90;61;22;7;117;75;36;6;30%;23%;64%;-14%
260010;260010 AFOGADOS DA INGAZEIRA;61;34;21;6;68;35;26;7;11%;3%;24%;17%
260020;260020 AFRANIO;26;18;6;2;32;21;9;2;23%;17%;50%;0%
260030;260030 AGRESTINA;36;25;8;3;38;25;9;4;6%;0%;13%;33%
260040;260040 AGUA PRETA;23;16;5;2;27;19;6;2;17%;19%;20%;0%
260050;260050 AGUAS BELAS;29;21;5;3;36;24;9;3;24%;14%;80%;0%
260060;260060 ALAGOINHA;14;9;2;3;12;8;1;3;-14%;-11%;-50%;0%
260070;260070 ALIANCA;25;19;4;2;27;20;4;3;8%;5%;0%;50%
260080;260080 ALTINHO;17;11;4;2;20;12;5;3;18%;9%;25%;50%
260090;260090 AMARAJI;16;11;3;2;19;11;6;2;19%;0%;100%;0%
260100;260100 ANGELIM;19;11;5;3;22;13;6;3;16%;18%;20%;0%
260105;260105 ARACOIABA;17;11;4;2;22;14;5;3;29%;27%;25%;50%
260110;260110 ARARIPINA;63;28;31;4;79;37;39;3;25%;32%;26%;-25%
260120;260120 ARCOVERDE;119;60;52;7;152;74;72;6;28%;23%;38%;-14%
260130;260130 BARRA DE GUABIRABA;13;11;1;1;18;12;3;3;38%;9%;200%;200%
260140;260140 BARREIROS;31;13;12;6;36;20;12;4;16%;54%;0%;-33%
260150;260150 BELEM DE MARIA;13;9;2;2;16;12;2;2;23%;33%;0%;0%
260160;260160 BELEM DE SAO FRANCISCO;15;13;0;2;20;15;3;2;33%;15%;100%;0%
260170;260170 BELO JARDIM;66;41;21;4;93;53;35;5;41%;29%;67%;25%
260180;260180 BETANIA;16;13;2;1;13;9;3;1;-19%;-31%;50%;0%
260190;260190 BEZERROS;67;43;19;5;91;53;31;7;36%;23%;63%;40%
260200;260200 BODOCO;22;12;8;2;29;15;12;2;32%;25%;50%;0%
260210;260210 BOM CONSELHO;50;38;9;3;48;35;10;3;-4%;-8%;11%;0%
260220;260220 BOM JARDIM;30;26;1;3;36;25;8;3;20%;-4%;700%;0%
260230;260230 BONITO;23;16;4;3;35;21;11;3;52%;31%;175%;0%
260240;260240 BREJAO;14;11;0;3;16;11;2;3;14%;0%;100%;0%
260250;260250 BREJINHO;9;6;2;1;13;7;3;3;44%;17%;50%;200%
260260;260260 BREJO DA MADRE DE DEUS;32;18;10;4;39;21;14;4;22%;17%;40%;0%
260270;260270 BUENOS AIRES;13;8;3;2;14;8;3;3;8%;0%;0%;50%
260280;260280 BUIQUE;25;16;6;3;44;28;13;3;76%;75%;117%;0%
260290;260290 CABO DE SANTO AGOSTINHO;181;91;75;15;229;122;90;17;27%;34%;20%;13%
260300;260300 CABROBO;38;29;7;2;44;37;5;2;16%;28%;-29%;0%
260310;260310 CACHOEIRINHA;18;11;6;1;22;13;7;2;22%;18%;17%;100%
260320;260320 CAETES;21;14;4;3;27;16;7;4;29%;14%;75%;33%
260330;260330 CALCADO;13;9;3;1;14;7;5;2;8%;-22%;67%;100%
260340;260340 CALUMBI;8;4;2;2;9;5;3;1;13%;25%;50%;-50%
260345;260345 CAMARAGIBE;102;65;31;6;155;100;47;8;52%;54%;52%;33%
260350;260350 CAMOCIM DE SAO FELIX;17;12;3;2;24;15;7;2;41%;25%;133%;0%
260360;260360 CAMUTANGA;12;6;3;3;12;6;2;4;0%;0%;-33%;33%
260370;260370 CANHOTINHO;22;14;5;3;31;20;8;3;41%;43%;60%;0%
260380;260380 CAPOEIRAS;18;11;3;4;22;13;5;4;22%;18%;67%;0%
260390;260390 CARNAIBA;19;14;3;2;24;17;4;3;26%;21%;33%;50%
260392;260392 CARNAUBEIRA DA PENHA;12;10;1;1;17;12;4;1;42%;20%;300%;0%
260400;260400 CARPINA;95;51;39;5;145;69;71;5;53%;35%;82%;0%
260410;260410 CARUARU;531;314;193;24;691;363;298;30;30%;16%;54%;25%
260415;260415 CASINHAS;16;12;2;2;17;12;2;3;6%;0%;0%;50%
260420;260420 CATENDE;17;12;3;2;28;17;9;2;65%;42%;200%;0%
260430;260430 CEDRO;10;7;2;1;12;8;3;1;20%;14%;50%;0%
260440;260440 CHA DE ALEGRIA;12;9;1;2;15;10;2;3;25%;11%;100%;50%
260450;260450 CHA GRANDE;17;13;1;3;27;16;8;3;59%;23%;700%;0%
260460;260460 CONDADO;15;10;2;3;19;11;5;3;27%;10%;150%;0%
260470;260470 CORRENTES;15;10;2;3;16;11;2;3;7%;10%;0%;0%
260480;260480 CORTES;13;10;0;3;19;13;3;3;46%;30%;100%;0%
260490;260490 CUMARU;20;16;2;2;18;11;4;3;-10%;-31%;100%;50%
260500;260500 CUPIRA;21;14;4;3;26;16;7;3;24%;14%;75%;0%
260510;260510 CUSTODIA;33;20;11;2;37;22;11;4;12%;10%;0%;100%
260515;260515 DORMENTES;21;14;5;2;30;19;9;2;43%;36%;80%;0%
260520;260520 ESCADA;35;25;6;4;50;32;14;4;43%;28%;133%;0%
260530;260530 EXU;25;17;6;2;31;20;9;2;24%;18%;50%;0%
260540;260540 FEIRA NOVA;19;12;4;3;25;13;8;4;32%;8%;100%;33%
260545;260545 FERNANDO DE NORONHA;7;4;0;3;7;4;0;3;0%;0%;100%;0%
260550;260550 FERREIROS;12;9;2;1;12;8;3;1;0%;-11%;50%;0%
260560;260560 FLORES;15;12;2;1;19;12;5;2;27%;0%;150%;100%
260570;260570 FLORESTA;22;17;2;3;36;22;11;3;64%;29%;450%;0%
260580;260580 FREI MIGUELINHO;12;9;1;2;16;12;1;3;33%;33%;0%;50%
260590;260590 GAMELEIRA;15;10;3;2;24;16;6;2;60%;60%;100%;0%
260600;260600 GARANHUNS;332;253;66;13;435;333;86;16;31%;32%;30%;23%
260610;260610 GLORIA DO GOITA;18;12;4;2;30;16;12;2;67%;33%;200%;0%
260620;260620 GOIANA;102;60;29;13;89;44;33;12;-13%;-27%;14%;-8%
260630;260630 GRANITO;12;8;2;2;13;9;2;2;8%;13%;0%;0%
260640;260640 GRAVATA;81;50;23;8;122;79;35;8;51%;58%;52%;0%
260650;260650 IATI;12;8;1;3;17;10;4;3;42%;25%;300%;0%
260660;260660 IBIMIRIM;25;20;3;2;30;21;7;2;20%;5%;133%;0%
260670;260670 IBIRAJUBA;11;8;1;2;16;9;5;2;45%;13%;400%;0%
260680;260680 IGARASSU;79;44;26;9;100;52;38;10;27%;18%;46%;11%
260690;260690 IGUARACY;8;6;1;1;15;9;4;2;88%;50%;300%;100%
260700;260700 INAJA;18;15;1;2;21;17;2;2;17%;13%;100%;0%
260710;260710 INGAZEIRA;7;5;1;1;10;5;3;2;43%;0%;200%;100%
260720;260720 IPOJUCA;96;58;32;6;112;69;36;7;17%;19%;13%;17%
260730;260730 IPUBI;21;14;6;1;25;14;10;1;19%;0%;67%;0%
260740;260740 ITACURUBA;4;2;1;1;11;6;4;1;175%;200%;300%;0%
260750;260750 ITAIBA;15;12;1;2;20;15;2;3;33%;25%;100%;50%
260760;260760 ILHA DE ITAMARACA;23;15;5;3;29;18;8;3;26%;20%;60%;0%
260765;260765 ITAMBE;26;17;5;4;31;20;7;4;19%;18%;40%;0%
260770;260770 ITAPETIM;16;12;3;1;20;11;6;3;25%;-8%;100%;200%
260775;260775 ITAPISSUMA;25;14;7;4;26;16;7;3;4%;14%;0%;-25%
260780;260780 ITAQUITINGA;13;10;1;2;15;9;4;2;15%;-10%;300%;0%
260790;260790 JABOATAO DOS GUARARAPES;427;296;103;28;548;344;175;29;28%;16%;70%;4%
260795;260795 JAQUEIRA;10;7;0;3;15;11;1;3;50%;57%;100%;0%
260800;260800 JATAUBA;13;9;2;2;25;18;5;2;92%;100%;150%;0%
260805;260805 JATOBA;15;11;2;2;19;11;6;2;27%;0%;200%;0%
260810;260810 JOAO ALFREDO;24;17;4;3;31;20;8;3;29%;18%;100%;0%
260820;260820 JOAQUIM NABUCO;12;10;1;1;13;10;1;2;8%;0%;0%;100%
260825;260825 JUCATI;11;8;2;1;14;7;4;3;27%;-13%;100%;200%
260830;260830 JUPI;16;10;3;3;20;11;6;3;25%;10%;100%;0%
260840;260840 JUREMA;12;9;2;1;15;9;3;3;25%;0%;50%;200%
260845;260845 LAGOA DO CARRO;21;14;5;2;27;16;8;3;29%;14%;60%;50%
260850;260850 LAGOA DE ITAENGA;18;11;5;2;23;13;6;4;28%;18%;20%;100%
260860;260860 LAGOA DO OURO;17;9;3;5;21;11;6;4;24%;22%;100%;-20%
260870;260870 LAGOA DOS GATOS;12;7;2;3;17;10;4;3;42%;43%;100%;0%
260875;260875 LAGOA GRANDE;19;12;4;3;23;13;7;3;21%;8%;75%;0%
260880;260880 LAJEDO;33;24;5;4;44;30;10;4;33%;25%;100%;0%
260890;260890 LIMOEIRO;100;54;38;8;127;66;52;9;27%;22%;37%;13%
260900;260900 MACAPARANA;18;14;2;2;26;17;6;3;44%;21%;200%;50%
260910;260910 MACHADOS;10;7;1;2;15;11;2;2;50%;57%;100%;0%
260915;260915 MANARI;13;9;3;1;17;10;6;1;31%;11%;100%;0%
260920;260920 MARAIAL;8;6;1;1;10;6;3;1;25%;0%;200%;0%
260930;260930 MIRANDIBA;9;7;1;1;15;9;5;1;67%;29%;400%;0%
260940;260940 MORENO;36;20;12;4;48;28;16;4;33%;40%;33%;0%
260950;260950 NAZARE DA MATA;29;21;5;3;31;22;6;3;7%;5%;20%;0%
260960;260960 OLINDA;220;121;86;13;286;147;124;15;30%;21%;44%;15%
260970;260970 OROBO;25;18;3;4;28;21;3;4;12%;17%;0%;0%
260980;260980 OROCO;12;9;2;1;19;15;2;2;58%;67%;0%;100%
260990;260990 OURICURI;62;36;20;6;71;34;31;6;15%;-6%;55%;0%
261000;261000 PALMARES;77;35;35;7;118;55;55;8;53%;57%;57%;14%
261010;261010 PALMEIRINA;8;5;1;2;12;7;3;2;50%;40%;200%;0%
261020;261020 PANELAS;18;11;5;2;32;21;9;2;78%;91%;80%;0%
261030;261030 PARANATAMA;16;10;4;2;19;11;5;3;19%;10%;25%;50%
261040;261040 PARNAMIRIM;14;9;4;1;29;22;6;1;107%;144%;50%;0%
261050;261050 PASSIRA;32;25;4;3;36;27;7;2;13%;8%;75%;-33%
261060;261060 PAUDALHO;34;24;7;3;51;30;17;4;50%;25%;143%;33%
261070;261070 PAULISTA;174;92;69;13;214;96;106;12;23%;4%;54%;-8%
261080;261080 PEDRA;22;17;3;2;24;15;7;2;9%;-12%;133%;0%
261090;261090 PESQUEIRA;63;41;17;5;75;44;27;4;19%;7%;59%;-20%
261100;261100 PETROLANDIA;33;21;9;3;47;22;20;5;42%;5%;122%;67%
261110;261110 PETROLINA;425;195;207;23;676;309;342;25;59%;58%;65%;9%
261120;261120 POCAO;19;14;2;3;20;13;3;4;5%;-7%;50%;33%
261130;261130 POMBOS;20;15;3;2;27;18;7;2;35%;20%;133%;0%
261140;261140 PRIMAVERA;9;6;1;2;11;6;3;2;22%;0%;200%;0%
261150;261150 QUIPAPA;20;13;4;3;23;12;8;3;15%;-8%;100%;0%
