ID;codmun6num;municipnascanomalia;anomcong2014;anomcong2015;anomcong2016;anomcong2017;anomcong2018;anomcong2019;anomcong2020;anomcong2021;anomcong2022;anomcong2023
mun1769;280190;280190 CUMBE;1;1;1;-;1;1;-;1;-;2
mun1770;280200;280200 DIVINA PASTORA;1;1;2;-;1;1;1;2;2;2
mun1771;280210;280210 ESTANCIA;5;15;19;14;19;13;15;13;13;12
mun1772;280220;280220 FEIRA NOVA;3;2;3;2;1;2;3;1;-;-
mun1773;280230;280230 FREI PAULO;2;7;2;6;2;2;-;3;3;6
mun1774;280240;280240 GARARU;2;-;4;2;2;2;1;1;2;2
mun1775;280250;280250 GENERAL MAYNARD;1;-;1;1;2;-;-;-;-;-
mun1776;280260;280260 GRACHO CARDOSO;-;-;2;-;-;1;1;-;-;-
mun1777;280270;280270 ILHA DAS FLORES;1;3;2;1;2;1;-;1;-;2
mun1778;280280;280280 INDIAROBA;4;3;6;4;5;2;6;-;4;6
mun1779;280290;280290 ITABAIANA;9;18;21;21;23;8;17;23;19;13
mun1780;280300;280300 ITABAIANINHA;13;13;12;6;10;3;5;6;13;10
mun1781;280310;280310 ITABI;-;2;1;-;-;1;1;-;1;-
mun1782;280320;280320 ITAPORANGA D'AJUDA;4;9;6;3;3;5;2;8;6;8
mun1783;280330;280330 JAPARATUBA;4;3;-;4;3;3;4;3;2;3
mun1784;280340;280340 JAPOATA;1;3;1;2;1;2;-;4;3;4
mun1785;280350;280350 LAGARTO;11;14;16;9;11;13;12;15;13;20
mun1786;280360;280360 LARANJEIRAS;7;6;5;2;5;4;3;9;9;5
mun1787;280370;280370 MACAMBIRA;1;3;-;1;1;-;1;1;1;2
mun1788;280380;280380 MALHADA DOS BOIS;-;-;-;-;2;1;1;2;-;-
mun1789;280390;280390 MALHADOR;-;3;-;3;7;5;2;3;1;2
mun1790;280400;280400 MARUIM;2;2;4;5;-;2;2;2;2;1
mun1791;280410;280410 MOITA BONITA;1;-;3;1;1;1;-;1;1;1
mun1792;280420;280420 MONTE ALEGRE DE SERGIPE;4;3;1;6;2;2;2;1;2;3
mun1793;280430;280430 MURIBECA;1;-;1;1;-;-;-;1;2;3
mun1794;280440;280440 NEOPOLIS;3;2;1;4;1;2;-;1;1;2
mun1795;280445;280445 NOSSA SENHORA APARECIDA;1;2;-;2;1;2;-;1;1;2
mun1796;280450;280450 NOSSA SENHORA DA GLORIA;5;7;13;7;9;8;7;8;3;10
mun1797;280460;280460 NOSSA SENHORA DAS DORES;4;4;3;8;6;6;8;4;4;7
mun1798;280470;280470 NOSSA SENHORA DE LOURDES;1;1;1;1;-;1;1;1;-;2
mun1799;280480;280480 NOSSA SENHORA DO SOCORRO;20;45;45;41;36;45;43;29;34;45
mun1800;280490;280490 PACATUBA;2;2;6;3;1;3;1;-;2;3
mun1801;280500;280500 PEDRA MOLE;-;-;-;-;-;1;2;-;-;-
mun1802;280510;280510 PEDRINHAS;1;2;4;7;1;2;-;1;1;-
mun1803;280520;280520 PINHAO;1;2;1;2;4;1;1;1;-;2
mun1804;280530;280530 PIRAMBU;2;1;1;2;-;1;1;2;1;1
mun1805;280540;280540 POCO REDONDO;7;8;6;8;10;6;8;8;7;9
mun1806;280550;280550 POCO VERDE;3;4;7;3;-;2;2;4;5;6
mun1807;280560;280560 PORTO DA FOLHA;4;5;5;4;2;3;3;3;5;5
mun1808;280570;280570 PROPRIA;1;6;5;7;8;8;4;3;4;5
mun1809;280580;280580 RIACHAO DO DANTAS;2;4;1;1;3;3;2;1;2;2
mun1810;280590;280590 RIACHUELO;3;-;-;2;1;1;3;2;1;1
mun1811;280600;280600 RIBEIROPOLIS;-;1;2;1;3;2;5;1;2;1
mun1812;280610;280610 ROSARIO DO CATETE;1;-;1;1;4;3;1;2;2;2
mun1813;280620;280620 SALGADO;3;4;3;2;5;3;4;3;4;5
mun1814;280630;280630 SANTA LUZIA DO ITANHY;1;2;1;3;3;1;3;2;5;7
mun1815;280640;280640 SANTANA DO SAO FRANCISCO;-;1;1;-;-;-;1;-;3;4
mun1816;280650;280650 SANTA ROSA DE LIMA;2;-;-;2;-;-;2;-;1;1
mun1817;280660;280660 SANTO AMARO DAS BROTAS;-;1;1;1;3;2;-;2;2;2
mun1818;280670;280670 SAO CRISTOVAO;12;20;16;17;15;8;17;17;19;8
mun1819;280680;280680 SAO DOMINGOS;2;1;-;5;2;9;2;1;1;2
mun1820;280690;280690 SAO FRANCISCO;-;1;1;-;-;-;1;-;1;-
mun1821;280700;280700 SAO MIGUEL DO ALEIXO;1;1;2;1;6;1;1;2;1;-
mun1822;280710;280710 SIMAO DIAS;8;10;11;9;6;5;7;6;5;9
mun1823;280720;280720 SIRIRI;-;1;-;1;-;3;2;1;1;-
mun1824;280730;280730 TELHA;-;1;1;-;-;-;-;1;-;2
mun1825;280740;280740 TOBIAS BARRETO;4;5;10;10;8;8;3;9;4;7
mun1826;280750;280750 TOMAR DO GERU;3;8;2;2;2;4;4;2;-;4
mun1827;280760;280760 UMBAUBA;4;3;6;8;5;4;2;6;5;-
mun1828;290010;290010 ABAIRA;-;-;1;1;-;2;-;-;-;1
mun1829;290020;290020 ABARE;5;6;1;2;3;3;7;2;3;2
mun1830;290030;290030 ACAJUTIBA;-;3;3;1;1;4;2;3;2;2
mun1831;290035;290035 ADUSTINA;1;-;-;-;1;-;1;2;2;2
mun1832;290040;290040 AGUA FRIA;1;1;-;4;2;1;-;-;1;2
mun1833;290050;290050 ERICO CARDOSO;-;2;-;-;1;-;-;1;-;-
mun1834;290060;290060 AIQUARA;-;-;-;-;1;2;-;-;1;-
mun1835;290070;290070 ALAGOINHAS;7;26;60;23;18;14;18;15;15;18
mun1836;290080;290080 ALCOBACA;1;1;2;2;6;3;3;2;3;3
mun1837;290090;290090 ALMADINA;-;-;1;-;-;-;-;-;-;-
mun1838;290100;290100 AMARGOSA;2;1;4;3;4;3;1;3;1;5
mun1839;290110;290110 AMELIA RODRIGUES;2;1;4;1;1;1;-;1;1;1
mun1840;290115;290115 AMERICA DOURADA;5;2;2;1;-;-;3;1;2;2
mun1841;290120;290120 ANAGE;3;1;1;-;2;-;3;3;-;2
mun1842;290130;290130 ANDARAI;-;1;-;2;-;1;1;1;1;1
mun1843;290135;290135 ANDORINHA;-;1;2;2;1;-;2;1;2;1
mun1844;290140;290140 ANGICAL;2;3;-;2;4;-;1;3;5;5
mun1845;290150;290150 ANGUERA;-;-;-;-;-;-;-;-;1;1
mun1846;290160;290160 ANTAS;-;-;-;-;2;1;1;-;1;2
mun1847;290170;290170 ANTONIO CARDOSO;1;-;1;-;1;-;-;-;1;-
mun1848;290180;290180 ANTONIO GONCALVES;-;-;-;-;2;1;-;1;-;2
mun1849;290190;290190 APORA;1;1;3;-;2;3;-;1;3;2
mun1850;290195;290195 APUAREMA;-;2;-;-;-;1;-;1;1;-
mun1851;290200;290200 ARACATU;2;-;-;1;-;1;2;-;4;2
mun1852;290205;290205 ARACAS;1;-;4;2;-;-;1;2;2;2
mun1853;290210;290210 ARACI;8;6;9;9;10;5;2;4;5;5
mun1854;290220;290220 ARAMARI;1;1;2;-;2;3;-;1;-;-
mun1855;290225;290225 ARATACA;1;2;-;1;1;-;1;-;-;-
mun1856;290230;290230 ARATUIPE;2;1;1;-;1;-;-;1;-;1
mun1857;290240;290240 AURELINO LEAL;1;1;-;1;2;1;2;-;4;2
mun1858;290250;290250 BAIANOPOLIS;3;3;2;2;1;2;2;2;2;-
mun1859;290260;290260 BAIXA GRANDE;3;2;2;2;-;2;1;-;1;-
mun1860;290265;290265 BANZAE;-;2;-;-;-;1;1;1;1;4
mun1861;290270;290270 BARRA;5;5;14;13;12;12;7;4;5;4
mun1862;290280;290280 BARRA DA ESTIVA;2;2;5;1;4;3;-;-;1;5
mun1863;290290;290290 BARRA DO CHOCA;1;1;4;1;5;3;3;2;5;5
mun1864;290300;290300 BARRA DO MENDES;2;4;1;3;2;5;3;4;1;2
mun1865;290310;290310 BARRA DO ROCHA;-;-;1;-;1;1;-;2;-;1
mun1866;290320;290320 BARREIRAS;24;42;34;21;19;26;28;21;30;23
mun1867;290323;290323 BARRO ALTO;1;-;1;2;2;1;2;3;1;1
mun1868;290327;290327 BARROCAS;-;3;3;1;2;2;-;-;4;3
mun1869;290330;290330 BARRO PRETO;2;1;1;-;2;1;-;1;-;-
mun1870;290340;290340 BELMONTE;1;1;2;-;-;-;1;1;1;3
mun1871;290350;290350 BELO CAMPO;1;-;2;1;-;2;1;2;4;2
mun1872;290360;290360 BIRITINGA;2;1;2;2;-;2;2;2;-;1
mun1873;290370;290370 BOA NOVA;-;1;2;1;3;1;2;-;-;-
mun1874;290380;290380 BOA VISTA DO TUPIM;2;1;2;-;3;2;3;5;3;7
mun1875;290390;290390 BOM JESUS DA LAPA;9;5;9;2;3;3;6;2;4;3
mun1876;290395;290395 BOM JESUS DA SERRA;-;2;2;-;-;-;1;1;-;-
mun1877;290400;290400 BONINAL;-;-;-;2;2;2;4;-;2;-
mun1878;290405;290405 BONITO;-;-;1;2;-;1;3;1;3;-
mun1879;290410;290410 BOQUIRA;-;-;1;1;2;-;1;1;1;-
mun1880;290420;290420 BOTUPORA;-;-;1;1;2;-;-;1;1;1
mun1881;290430;290430 BREJOES;-;-;-;2;-;-;-;1;-;-
mun1882;290440;290440 BREJOLANDIA;1;-;1;-;1;-;1;-;1;1
mun1883;290450;290450 BROTAS DE MACAUBAS;-;3;2;2;2;1;1;-;1;-
mun1884;290460;290460 BRUMADO;4;6;6;4;7;6;2;2;-;4
mun1885;290470;290470 BUERAREMA;2;2;6;2;2;3;3;2;1;2
mun1886;290475;290475 BURITIRAMA;2;2;6;3;5;4;3;4;4;2
mun1888;290485;290485 CABACEIRAS DO PARAGUACU;1;4;4;1;3;1;4;2;6;5
mun1889;290490;290490 CACHOEIRA;3;3;4;4;1;2;1;-;-;3
mun1890;290500;290500 CACULE;2;2;1;2;3;5;6;-;4;8
mun1891;290510;290510 CAEM;1;-;2;-;-;-;-;2;-;1
mun1892;290515;290515 CAETANOS;1;2;2;2;-;-;2;-;2;-
mun1893;290520;290520 CAETITE;13;1;3;3;5;4;3;4;4;4
mun1894;290530;290530 CAFARNAUM;2;4;1;3;3;4;1;4;2;2
mun1895;290540;290540 CAIRU;1;2;1;1;1;1;3;4;1;1
mun1896;290550;290550 CALDEIRAO GRANDE;1;1;-;3;-;3;2;3;-;3
mun1897;290560;290560 CAMACAN;2;2;3;6;1;3;-;1;2;6
mun1898;290570;290570 CAMACARI;32;41;39;35;43;38;27;32;47;36
mun1899;290580;290580 CAMAMU;2;4;4;2;4;5;2;6;-;1
mun1900;290590;290590 CAMPO ALEGRE DE LOURDES;-;-;5;-;5;3;1;1;4;5
mun1901;290600;290600 CAMPO FORMOSO;4;7;3;8;7;5;4;4;7;3
mun1903;290620;290620 CANARANA;4;2;2;1;4;1;2;4;5;3
mun1904;290630;290630 CANAVIEIRAS;3;6;5;3;4;-;3;6;4;2
mun1905;290640;290640 CANDEAL;-;-;-;1;1;1;-;-;-;-
mun1906;290650;290650 CANDEIAS;12;10;13;6;10;8;9;11;8;7
mun1907;290660;290660 CANDIBA;1;-;-;-;-;4;1;-;1;1
mun1908;290670;290670 CANDIDO SALES;-;1;1;4;2;2;2;-;1;-
mun1909;290680;290680 CANSANCAO;3;3;2;2;5;2;7;4;3;5
mun1910;290682;290682 CANUDOS;-;2;6;-;1;4;4;2;-;-
mun1911;290685;290685 CAPELA DO ALTO ALEGRE;2;-;-;-;-;1;1;-;-;1
mun1912;290687;290687 CAPIM GROSSO;1;2;1;1;-;3;3;2;-;1
mun1913;290689;290689 CARAIBAS;-;-;1;2;-;-;1;2;1;1
mun1914;290690;290690 CARAVELAS;2;3;2;1;5;1;7;2;2;-
mun1915;290700;290700 CARDEAL DA SILVA;1;1;-;1;1;1;-;3;1;2
mun1916;290710;290710 CARINHANHA;3;2;2;1;1;5;-;5;7;7
mun1917;290720;290720 CASA NOVA;9;7;7;10;7;4;4;14;10;11
mun1918;290730;290730 CASTRO ALVES;1;3;2;2;2;-;1;4;2;1
mun1919;290740;290740 CATOLANDIA;-;-;1;-;3;1;-;1;3;-
mun1920;290750;290750 CATU;2;3;8;5;3;4;4;4;5;7
mun1921;290755;290755 CATURAMA;1;1;-;-;-;2;1;2;1;1
mun1922;290760;290760 CENTRAL;3;1;-;-;-;2;3;1;1;1
mun1923;290770;290770 CHORROCHO;-;2;3;1;4;2;2;-;1;-
mun1924;290780;290780 CICERO DANTAS;1;2;5;2;3;1;3;3;6;5
mun1925;290790;290790 CIPO;-;3;1;4;2;1;6;3;2;2
mun1926;290800;290800 COARACI;-;5;3;3;1;1;2;2;-;1
mun1927;290810;290810 COCOS;-;-;-;2;-;1;1;1;-;2
mun1928;290820;290820 CONCEICAO DA FEIRA;-;-;2;3;1;-;-;1;-;2
mun1929;290830;290830 CONCEICAO DO ALMEIDA;4;1;1;-;-;1;1;-;2;2
mun1930;290840;290840 CONCEICAO DO COITE;6;3;6;6;9;6;6;2;5;6
mun1931;290850;290850 CONCEICAO DO JACUIPE;1;1;2;-;1;3;4;1;1;3
mun1932;290860;290860 CONDE;3;2;5;1;4;4;1;3;3;2
mun1933;290870;290870 CONDEUBA;1;1;1;-;1;2;2;1;1;1
mun1934;290880;290880 CONTENDAS DO SINCORA;-;-;-;-;-;-;1;-;-;-
mun1935;290890;290890 CORACAO DE MARIA;1;1;1;-;4;-;1;1;2;-
mun1936;290900;290900 CORDEIROS;-;1;2;1;-;-;-;1;-;1
mun1937;290910;290910 CORIBE;1;-;-;-;-;1;-;-;2;2
mun1938;290920;290920 CORONEL JOAO SA;2;3;1;1;4;2;-;3;4;1
mun1939;290930;290930 CORRENTINA;2;5;4;9;5;1;3;1;3;-
mun1940;290940;290940 COTEGIPE;-;1;2;1;3;2;3;5;2;2
mun1941;290950;290950 CRAVOLANDIA;-;-;2;-;-;1;2;-;-;1
mun1942;290960;290960 CRISOPOLIS;1;1;2;4;1;1;1;3;2;3
mun1943;290970;290970 CRISTOPOLIS;1;2;2;1;1;-;5;1;1;1
mun1944;290980;290980 CRUZ DAS ALMAS;13;5;5;6;2;3;11;8;8;13
mun1945;290990;290990 CURACA;5;3;5;8;4;8;3;4;3;1
mun1946;291000;291000 DARIO MEIRA;-;1;2;-;3;3;1;3;-;-
mun1947;291005;291005 DIAS D'AVILA;4;6;9;10;11;11;9;7;9;9
mun1948;291010;291010 DOM BASILIO;1;1;-;-;1;1;-;1;1;1
mun1950;291030;291030 ELISIO MEDRADO;1;1;-;-;-;-;2;4;1;-
mun1951;291040;291040 ENCRUZILHADA;3;1;5;1;-;5;4;2;2;3
mun1952;291050;291050 ENTRE RIOS;5;1;5;4;4;4;2;2;2;3
mun1953;291060;291060 ESPLANADA;-;2;9;3;5;5;5;2;9;-
mun1954;291070;291070 EUCLIDES DA CUNHA;6;1;5;1;2;6;7;6;6;2
mun1955;291072;291072 EUNAPOLIS;12;10;10;5;17;21;6;9;7;12
mun1956;291075;291075 FATIMA;1;-;1;2;1;-;-;-;2;-
mun1957;291077;291077 FEIRA DA MATA;-;-;2;-;-;-;-;1;-;-
mun1958;291080;291080 FEIRA DE SANTANA;20;34;30;23;35;34;14;13;32;34
mun1959;291085;291085 FILADELFIA;2;1;1;1;1;1;1;-;-;1
mun1960;291090;291090 FIRMINO ALVES;-;1;1;-;-;-;-;-;-;-
mun1961;291100;291100 FLORESTA AZUL;-;-;2;-;-;-;-;-;-;-
mun1962;291110;291110 FORMOSA DO RIO PRETO;5;1;5;1;2;7;4;1;5;1
mun1963;291120;291120 GANDU;4;4;5;2;3;3;4;1;1;2
mun1964;291125;291125 GAVIAO;-;-;1;1;-;1;1;-;-;-
mun1965;291130;291130 GENTIO DO OURO;1;4;1;-;-;-;-;-;2;1
mun1966;291140;291140 GLORIA;2;1;1;-;-;2;1;2;1;2
mun1967;291150;291150 GONGOGI;2;-;1;-;1;-;1;1;-;1
mun1968;291160;291160 GOVERNADOR MANGABEIRA;1;2;-;1;-;1;2;1;3;4
mun1969;291165;291165 GUAJERU;2;1;-;1;1;-;-;-;1;1
mun1970;291170;291170 GUANAMBI;10;12;12;4;11;13;15;11;17;19
mun1971;291180;291180 GUARATINGA;2;2;-;1;2;-;3;1;-;2
mun1972;291185;291185 HELIOPOLIS;1;1;1;1;-;-;-;1;2;1
mun1973;291190;291190 IACU;-;1;1;3;2;3;3;4;1;4
mun1974;291200;291200 IBIASSUCE;1;1;-;1;-;1;2;-;-;-
mun1975;291210;291210 IBICARAI;1;2;3;5;2;2;1;1;2;-
mun1976;291220;291220 IBICOARA;4;2;2;7;4;2;3;2;1;5
mun1977;291230;291230 IBICUI;-;-;1;1;-;-;-;-;1;-
mun1978;291240;291240 IBIPEBA;-;2;-;2;2;4;-;-;1;1
mun1979;291250;291250 IBIPITANGA;1;1;-;1;-;1;-;-;-;-
mun1980;291260;291260 IBIQUERA;2;-;1;-;-;1;-;1;-;-
mun1981;291270;291270 IBIRAPITANGA;1;4;7;4;4;4;2;2;3;5
mun1982;291280;291280 IBIRAPUA;-;1;3;1;-;1;1;2;2;-
mun1983;291290;291290 IBIRATAIA;3;2;2;2;2;2;3;5;2;4
mun1984;291300;291300 IBITIARA;-;1;1;1;1;1;3;-;1;-
mun1985;291310;291310 IBITITA;-;2;1;-;3;1;2;-;1;2
mun1986;291320;291320 IBOTIRAMA;3;8;6;4;4;6;1;6;4;7
mun1987;291330;291330 ICHU;-;-;-;-;1;-;-;-;-;-
mun1988;291340;291340 IGAPORA;1;2;1;1;-;2;1;1;1;1
mun1989;291345;291345 IGRAPIUNA;-;1;3;1;1;1;2;2;-;1
mun1990;291350;291350 IGUAI;8;2;3;-;-;-;-;1;-;1
mun1991;291360;291360 ILHEUS;7;14;17;11;7;9;8;11;12;17
mun1992;291370;291370 INHAMBUPE;1;4;7;4;3;1;2;1;1;2
mun1993;291380;291380 IPECAETA;1;-;1;-;-;-;1;-;1;2
mun1994;291390;291390 IPIAU;1;12;3;2;4;3;6;5;3;5
mun1995;291400;291400 IPIRA;5;8;13;-;4;9;2;5;3;6
mun1996;291410;291410 IPUPIARA;-;1;-;-;-;1;2;1;2;1
mun1997;291420;291420 IRAJUBA;-;1;2;-;-;1;-;-;1;-
mun1998;291430;291430 IRAMAIA;1;-;-;1;1;1;1;-;-;-
mun1999;291440;291440 IRAQUARA;2;3;1;3;3;3;2;-;2;2
mun2000;291450;291450 IRARA;2;-;-;2;2;1;-;-;1;2
mun2001;291460;291460 IRECE;18;10;9;15;10;13;14;6;9;12
mun2002;291465;291465 ITABELA;2;2;4;4;5;6;4;1;4;4
mun2003;291470;291470 ITABERABA;3;3;9;4;12;8;5;7;11;8
mun2004;291480;291480 ITABUNA;28;26;25;28;22;29;7;17;14;15
mun2005;291490;291490 ITACARE;-;1;1;3;-;1;4;6;1;2
mun2006;291500;291500 ITAETE;1;-;2;1;4;1;-;1;-;1
mun2007;291510;291510 ITAGI;1;1;3;-;1;4;2;-;1;2
mun2008;291520;291520 ITAGIBA;2;2;2;-;2;1;3;4;3;3
mun2009;291530;291530 ITAGIMIRIM;2;1;-;-;-;-;-;1;1;1
mun2010;291535;291535 ITAGUACU DA BAHIA;2;1;3;1;1;1;1;1;1;2
mun2011;291540;291540 ITAJU DO COLONIA;-;-;-;-;-;-;-;-;-;2
mun2012;291550;291550 ITAJUIPE;1;3;4;1;5;5;1;1;2;1
mun2013;291560;291560 ITAMARAJU;5;11;5;7;5;5;7;5;3;3
mun2014;291570;291570 ITAMARI;1;-;-;1;-;-;-;-;-;1
mun2015;291580;291580 ITAMBE;-;2;-;1;-;1;3;3;-;-
mun2016;291590;291590 ITANAGRA;1;-;2;-;-;-;1;-;2;1
mun2017;291600;291600 ITANHEM;-;1;-;3;1;1;2;2;-;-
mun2018;291610;291610 ITAPARICA;-;1;2;4;2;2;-;4;2;2
mun2019;291620;291620 ITAPE;-;-;2;2;1;1;-;-;-;-
mun2020;291630;291630 ITAPEBI;-;-;-;1;2;1;2;4;-;-
mun2021;291640;291640 ITAPETINGA;3;-;3;2;-;1;2;3;1;3
mun2022;291650;291650 ITAPICURU;4;7;6;6;6;6;-;4;5;5
mun2023;291660;291660 ITAPITANGA;-;1;1;-;-;1;-;-;2;1
mun2024;291670;291670 ITAQUARA;-;2;1;-;-;1;1;-;1;-
mun2025;291680;291680 ITARANTIM;1;-;1;-;-;-;2;1;-;1
mun2026;291685;291685 ITATIM;1;1;2;2;-;2;1;-;1;2
mun2027;291690;291690 ITIRUCU;-;1;3;2;-;-;1;1;-;-
mun2028;291700;291700 ITIUBA;2;-;5;8;2;2;4;-;3;-
mun2029;291710;291710 ITORORO;-;-;-;-;-;1;1;1;-;1
mun2030;291720;291720 ITUACU;2;1;1;2;2;2;2;2;1;2
mun2031;291730;291730 ITUBERA;2;1;2;-;-;-;1;-;2;3
mun2032;291733;291733 IUIU;1;-;-;-;-;1;-;3;1;-
mun2033;291735;291735 JABORANDI;-;-;-;-;1;-;-;2;3;1
mun2034;291740;291740 JACARACI;1;3;-;1;-;1;-;2;1;2
mun2035;291750;291750 JACOBINA;6;9;10;6;11;11;2;11;5;3
mun2036;291760;291760 JAGUAQUARA;2;5;8;5;1;2;2;-;1;2
mun2037;291770;291770 JAGUARARI;9;6;2;2;3;2;-;-;3;2
mun2038;291780;291780 JAGUARIPE;1;-;1;1;1;-;3;2;-;3
mun2039;291790;291790 JANDAIRA;-;-;1;1;4;3;2;2;-;3
mun2040;291800;291800 JEQUIE;13;19;26;19;22;17;10;6;14;9
mun2041;291810;291810 JEREMOABO;2;4;3;1;8;3;4;5;2;2
mun2042;291820;291820 JIQUIRICA;-;-;1;1;1;2;1;-;2;1
mun2043;291830;291830 JITAUNA;1;2;2;1;2;2;-;2;3;1
mun2044;291835;291835 JOAO DOURADO;2;3;3;2;2;3;1;2;3;2
mun2045;291840;291840 JUAZEIRO;44;55;45;46;61;51;53;42;52;31
mun2046;291845;291845 JUCURUCU;-;1;1;-;2;1;-;2;-;-
mun2047;291850;291850 JUSSARA;1;5;1;2;2;1;2;1;-;1
mun2048;291855;291855 JUSSARI;-;-;1;1;1;-;-;-;1;1
mun2049;291860;291860 JUSSIAPE;-;-;1;1;3;-;2;2;1;-
mun2050;291870;291870 LAFAIETE COUTINHO;-;-;1;-;-;1;1;1;-;-
mun2051;291875;291875 LAGOA REAL;1;-;2;-;2;-;2;-;-;-
mun2052;291880;291880 LAJE;1;1;-;3;2;-;2;3;3;1
mun2053;291890;291890 LAJEDAO;-;-;1;-;-;-;-;-;1;-
mun2054;291900;291900 LAJEDINHO;1;1;-;-;-;2;-;2;-;1
mun2055;291905;291905 LAJEDO DO TABOCAL;-;1;1;1;-;-;-;1;1;1
mun2056;291910;291910 LAMARAO;-;-;-;-;-;3;-;1;-;-
mun2057;291915;291915 LAPAO;6;4;1;6;2;3;1;1;3;1
mun2058;291920;291920 LAURO DE FREITAS;39;34;39;18;39;22;26;22;24;28
mun2059;291930;291930 LENCOIS;-;1;2;-;3;-;1;-;1;3
mun2060;291940;291940 LICINIO DE ALMEIDA;-;-;2;2;-;1;2;1;3;1
mun2061;291950;291950 LIVRAMENTO DE NOSSA SENHORA;4;5;2;5;4;6;7;1;3;4
mun2062;291955;291955 LUIS EDUARDO MAGALHAES;12;8;5;10;5;6;12;18;15;23
mun2063;291960;291960 MACAJUBA;-;-;-;1;1;-;1;1;1;7
mun2064;291970;291970 MACARANI;3;-;1;-;-;1;-;2;-;-
mun2065;291980;291980 MACAUBAS;4;1;1;-;4;6;4;5;2;6
mun2066;291990;291990 MACURURE;-;-;1;1;1;1;-;-;1;1
mun2067;291992;291992 MADRE DE DEUS;5;6;3;1;4;2;1;2;2;-
mun2068;291995;291995 MAETINGA;-;-;2;1;1;1;-;-;1;-
mun2069;292000;292000 MAIQUINIQUE;-;1;-;-;-;-;-;-;2;-
mun2070;292010;292010 MAIRI;4;5;3;3;5;2;1;1;-;1
mun2071;292020;292020 MALHADA;-;1;3;-;1;1;1;3;-;5
mun2072;292030;292030 MALHADA DE PEDRAS;1;-;1;1;-;-;-;2;1;-
mun2073;292040;292040 MANOEL VITORINO;-;1;1;3;-;1;-;-;1;-
mun2074;292045;292045 MANSIDAO;-;-;1;1;-;2;1;2;4;1
mun2075;292050;292050 MARACAS;2;3;4;1;2;-;1;2;-;1
mun2076;292060;292060 MARAGOGIPE;4;-;5;2;1;3;-;1;5;6
mun2077;292070;292070 MARAU;-;-;2;1;2;3;2;2;2;2
mun2078;292080;292080 MARCIONILIO SOUZA;-;-;1;-;3;2;1;1;4;1
mun2079;292090;292090 MASCOTE;1;1;-;-;1;-;-;1;-;3
mun2080;292100;292100 MATA DE SAO JOAO;6;5;7;7;1;5;14;6;5;8
mun2081;292105;292105 MATINA;-;-;2;1;2;2;-;2;4;1
mun2082;292110;292110 MEDEIROS NETO;3;-;2;-;1;1;3;-;1;-
mun2083;292120;292120 MIGUEL CALMON;4;1;2;3;2;2;1;1;3;3
mun2084;292130;292130 MILAGRES;-;-;-;-;-;1;1;2;1;1
mun2085;292140;292140 MIRANGABA;1;2;1;-;-;2;1;-;2;-
mun2086;292145;292145 MIRANTE;-;2;-;-;-;-;-;-;1;1
mun2087;292150;292150 MONTE SANTO;3;3;6;8;7;2;2;5;7;5
mun2088;292160;292160 MORPARA;-;2;1;-;-;1;1;-;1;2
mun2089;292170;292170 MORRO DO CHAPEU;1;5;5;2;2;2;3;1;4;2
mun2090;292180;292180 MORTUGABA;1;-;-;2;1;1;-;1;2;4
mun2091;292190;292190 MUCUGE;-;2;2;2;1;1;1;1;-;1
mun2092;292200;292200 MUCURI;3;1;2;3;6;-;2;2;3;2
mun2093;292205;292205 MULUNGU DO MORRO;2;1;-;-;1;1;-;6;-;1
mun2094;292210;292210 MUNDO NOVO;1;3;1;-;-;2;1;-;-;3
mun2095;292220;292220 MUNIZ FERREIRA;1;-;-;-;1;2;1;-;-;-
mun2096;292225;292225 MUQUEM DE SAO FRANCISCO;-;1;-;1;2;4;4;1;-;-
mun2097;292230;292230 MURITIBA;2;2;-;-;2;2;2;-;3;6
mun2098;292240;292240 MUTUIPE;-;-;3;2;1;3;2;1;3;3
mun2099;292250;292250 NAZARE;1;1;1;-;3;2;1;1;2;2
mun2100;292260;292260 NILO PECANHA;1;1;-;2;1;-;2;2;-;1
mun2101;292265;292265 NORDESTINA;1;-;-;2;-;2;3;1;1;2
mun2102;292270;292270 NOVA CANAA;-;-;-;-;1;-;-;-;-;1
mun2103;292273;292273 NOVA FATIMA;-;-;1;-;-;1;-;1;-;-
mun2104;292275;292275 NOVA IBIA;2;-;1;-;1;-;-;-;-;-
mun2105;292280;292280 NOVA ITARANA;1;-;2;-;-;1;1;-;2;1
mun2106;292285;292285 NOVA REDENCAO;-;-;1;2;2;1;1;-;-;-
mun2107;292290;292290 NOVA SOURE;2;5;1;1;3;1;3;2;1;1
mun2108;292300;292300 NOVA VICOSA;3;2;2;3;2;2;1;2;5;7
mun2109;292303;292303 NOVO HORIZONTE;-;1;-;1;-;1;-;-;1;-
mun2110;292305;292305 NOVO TRIUNFO;1;1;2;-;2;-;1;-;-;-
mun2111;292310;292310 OLINDINA;2;4;-;1;3;3;2;-;1;3
mun2112;292320;292320 OLIVEIRA DOS BREJINHOS;-;2;3;2;1;1;6;3;1;1
mun2113;292330;292330 OURICANGAS;-;1;2;-;-;-;1;2;2;-
mun2114;292335;292335 OUROLANDIA;1;2;2;1;1;1;1;-;2;2
mun2115;292340;292340 PALMAS DE MONTE ALTO;1;4;1;5;3;2;2;1;3;2
mun2116;292350;292350 PALMEIRAS;3;2;1;1;1;2;1;-;2;-
